time,EXT_TMP,EXT_WIND_DIRECT,EXT_WIND_SPEED,INT_CO2,INT_REL_HD,INT_TMP,MAX_EXT_TMP,MIN_EXT_TMP
2021-08-03 17:00:00+00:00,29.72,90.0,0.41,257.42,71.83,31.13,30.1,29.7
2021-08-03 17:10:00+00:00,29.91,90.0,1.72,323.7,65.52,19.31,30.3,29.7
2021-08-03 17:20:00+00:00,29.32,90.0,2.81,319.1,65.34,19.65,30.1,28.8
2021-08-03 17:30:00+00:00,29.3,90.0,1.91,315.7,65.61,19.74,29.5,29.1
2021-08-03 17:40:00+00:00,29.56,90.0,1.67,312.6,65.96,19.76,30.0,29.4
2021-08-03 17:50:00+00:00,29.82,90.0,1.52,313.1,65.83,19.83,30.1,29.5
2021-08-03 18:00:00+00:00,28.53,90.0,0.42,273.25,73.67,30.31,30.1,29.8
2021-08-03 18:10:00+00:00,29.99,90.0,1.41,315.1,66.06,19.76,30.1,29.9
2021-08-03 18:20:00+00:00,30.03,90.0,1.16,323.7,66.13,19.71,30.2,29.8
2021-08-03 18:30:00+00:00,28.75,90.0,2.25,329.9,64.57,19.46,30.0,26.9
2021-08-03 18:40:00+00:00,25.23,90.0,2.65,330.4,66.58,18.85,26.5,23.6
2021-08-03 18:50:00+00:00,25.38,90.0,2.06,330.4,66.63,18.77,25.6,25.1
2021-08-03 19:00:00+00:00,26.98,90.0,0.16,320.42,77.92,28.99,25.6,25.2
2021-08-03 19:10:00+00:00,25.31,90.0,0.97,340.0,66.66,17.66,25.6,25.1
2021-08-03 19:20:00+00:00,25.36,90.0,0.96,346.4,66.67,17.33,25.4,25.3
2021-08-03 19:30:00+00:00,25.16,90.0,1.19,348.3,66.66,17.15,25.5,24.9
2021-08-03 19:40:00+00:00,24.75,90.0,0.64,351.0,66.67,16.93,25.0,24.4
2021-08-03 19:50:00+00:00,24.64,90.0,0.4,355.0,66.67,16.78,24.9,24.4
2021-08-03 20:00:00+00:00,25.43,90.0,0.0,336.42,79.5,27.15,24.8,24.3
2021-08-03 20:10:00+00:00,24.6,90.0,1.03,360.6,66.67,16.57,24.9,24.4
2021-08-03 20:20:00+00:00,24.54,90.0,0.79,361.5,66.66,16.51,24.6,24.4
2021-08-03 20:30:00+00:00,24.35,90.0,0.6,366.0,66.65,16.42,24.5,24.2
2021-08-03 20:40:00+00:00,24.4,90.0,0.56,370.5,66.67,16.34,24.6,24.1
2021-08-03 20:50:00+00:00,24.12,90.0,0.62,371.0,66.49,16.3,24.3,23.8
2021-08-03 21:00:00+00:00,24.59,90.0,0.0,374.75,80.33,26.47,24.2,23.8
2021-08-03 21:10:00+00:00,24.07,90.0,0.33,378.6,66.49,16.16,24.6,23.8
2021-08-03 21:20:00+00:00,24.05,90.0,0.15,384.7,66.58,16.06,24.3,23.8
2021-08-03 21:30:00+00:00,23.93,90.0,0.1,389.6,66.55,16.04,24.3,23.8
2021-08-03 21:40:00+00:00,23.96,90.0,0.16,383.1,66.67,15.96,24.1,23.8
2021-08-03 21:50:00+00:00,23.98,90.0,0.16,387.7,66.61,15.99,24.3,23.7
2021-08-03 22:00:00+00:00,24.05,90.0,0.0,404.17,81.33,26.12,24.3,23.7
2021-08-03 22:10:00+00:00,23.97,90.0,0.0,400.1,66.55,16.02,24.2,23.8
2021-08-03 22:20:00+00:00,23.71,90.0,0.0,406.5,66.6,15.94,23.8,23.5
2021-08-03 22:30:00+00:00,23.53,90.0,0.0,406.3,66.53,15.84,23.7,23.2
2021-08-03 22:40:00+00:00,23.5,90.0,0.0,410.6,66.64,15.7,23.7,23.3
2021-08-03 22:50:00+00:00,23.57,90.0,0.0,419.0,66.56,15.72,23.9,23.3
2021-08-03 23:00:00+00:00,23.83,90.0,0.02,419.75,82.83,25.72,24.0,23.3
2021-08-03 23:10:00+00:00,23.85,90.0,0.0,415.7,66.46,15.83,24.3,23.4
2021-08-03 23:20:00+00:00,23.65,90.0,0.0,418.6,66.61,15.86,24.3,23.3
2021-08-03 23:30:00+00:00,23.72,90.0,0.0,420.6,66.44,15.91,24.0,23.5
2021-08-03 23:40:00+00:00,23.58,90.0,0.0,424.5,66.54,15.89,23.9,23.4
2021-08-03 23:50:00+00:00,23.72,90.0,0.0,432.7,66.48,15.87,24.0,23.3
2021-08-04 00:00:00+00:00,23.6,90.0,0.0,434.92,83.0,25.58,24.1,23.4
2021-08-04 00:10:00+00:00,23.72,90.0,0.0,436.3,66.41,15.91,24.1,23.4
2021-08-04 00:20:00+00:00,23.72,90.0,0.0,441.8,66.62,15.82,24.0,23.6
2021-08-04 00:30:00+00:00,23.72,90.0,0.0,440.9,66.39,15.87,24.0,23.5
2021-08-04 00:40:00+00:00,23.64,90.0,0.0,440.3,66.61,15.83,23.9,23.4
2021-08-04 00:50:00+00:00,23.66,90.0,0.0,444.9,66.65,15.84,24.0,23.4
2021-08-04 01:00:00+00:00,23.4,90.0,0.0,460.5,83.25,25.45,24.1,23.4
2021-08-04 01:10:00+00:00,23.78,90.0,0.0,456.2,66.51,15.85,24.3,23.5
2021-08-04 01:20:00+00:00,23.64,90.0,0.0,458.2,66.27,15.88,24.1,23.3
2021-08-04 01:30:00+00:00,23.59,90.0,0.0,456.9,66.34,15.83,24.0,23.3
2021-08-04 01:40:00+00:00,23.63,90.0,0.0,455.4,65.98,15.88,23.9,23.2
2021-08-04 01:50:00+00:00,23.6,90.0,0.0,456.3,66.52,15.8,23.8,23.5
2021-08-04 02:00:00+00:00,23.17,90.0,0.0,461.5,84.17,25.11,23.8,23.3
2021-08-04 02:10:00+00:00,23.69,90.0,0.0,455.5,66.4,15.82,24.1,23.3
2021-08-04 02:20:00+00:00,23.8,90.0,0.0,461.1,66.5,15.83,24.1,23.5
2021-08-04 02:30:00+00:00,23.61,90.0,0.0,468.7,66.51,15.79,23.9,23.3
2021-08-04 02:40:00+00:00,23.59,90.0,0.0,475.7,66.34,15.8,23.8,23.4
2021-08-04 02:50:00+00:00,23.51,90.0,0.0,480.6,66.51,15.71,24.0,23.2
2021-08-04 03:00:00+00:00,23.39,90.0,0.01,471.0,84.25,25.33,23.9,23.3
2021-08-04 03:10:00+00:00,23.61,90.0,0.0,484.8,66.23,15.79,24.0,23.3
2021-08-04 03:20:00+00:00,23.6,90.0,0.0,491.9,66.54,15.74,23.8,23.3
2021-08-04 03:30:00+00:00,23.5,90.0,0.0,482.9,66.5,15.73,23.8,23.2
2021-08-04 03:40:00+00:00,23.35,90.0,0.0,473.0,66.22,15.73,23.6,23.0
2021-08-04 03:50:00+00:00,23.43,90.0,0.0,473.7,66.29,15.73,23.8,23.2
2021-08-04 04:00:00+00:00,23.33,90.0,0.0,501.58,84.33,25.38,23.7,23.1
2021-08-04 04:10:00+00:00,23.4,90.0,0.0,483.6,66.34,15.65,23.8,23.0
2021-08-04 04:20:00+00:00,23.3,90.0,0.0,492.4,66.36,15.63,23.6,23.1
2021-08-04 04:30:00+00:00,23.37,90.0,0.0,499.9,66.54,15.57,23.6,23.2
2021-08-04 04:40:00+00:00,23.34,90.0,0.0,488.0,66.15,15.63,23.6,23.1
2021-08-04 04:50:00+00:00,23.28,90.0,0.0,485.2,66.38,15.58,23.5,23.0
2021-08-04 05:00:00+00:00,23.2,270.0,0.0,492.33,84.75,25.13,23.6,22.9
2021-08-04 05:10:00+00:00,23.24,270.0,0.0,480.5,66.35,15.5,23.6,22.6
2021-08-04 05:20:00+00:00,23.29,270.0,0.0,483.4,66.31,15.48,23.5,22.8
2021-08-04 05:30:00+00:00,23.19,270.0,0.0,486.9,66.39,15.49,23.3,22.9
2021-08-04 05:40:00+00:00,23.25,270.0,0.0,492.1,66.39,15.5,23.5,23.0
2021-08-04 05:50:00+00:00,23.13,270.0,0.0,492.9,66.17,15.4,23.2,23.0
2021-08-04 06:00:00+00:00,23.41,270.0,0.0,485.92,84.75,25.32,23.3,22.8
2021-08-04 06:10:00+00:00,23.13,270.0,0.0,495.8,66.29,15.43,23.4,22.8
2021-08-04 06:20:00+00:00,23.17,270.0,0.0,494.2,66.48,15.52,23.4,23.0
2021-08-04 06:30:00+00:00,23.41,270.0,0.0,493.7,66.27,15.64,23.7,23.2
2021-08-04 06:40:00+00:00,23.45,270.0,0.0,494.4,66.39,15.71,23.8,23.3
2021-08-04 06:50:00+00:00,23.51,270.0,0.0,488.7,66.5,15.78,23.9,23.2
2021-08-04 07:00:00+00:00,24.46,270.0,0.01,448.75,82.83,26.26,23.9,23.3
2021-08-04 07:10:00+00:00,23.78,270.0,0.0,473.3,66.21,16.01,24.1,23.4
2021-08-04 07:20:00+00:00,23.73,270.0,0.0,468.0,65.96,16.11,24.0,23.3
2021-08-04 07:30:00+00:00,24.19,270.0,0.0,461.8,65.94,16.29,24.5,23.6
2021-08-04 07:40:00+00:00,24.52,270.0,0.0,459.3,65.82,16.36,24.8,24.3
2021-08-04 07:50:00+00:00,24.42,270.0,0.0,456.9,65.08,16.61,24.6,24.2
2021-08-04 08:00:00+00:00,25.48,270.0,0.84,389.17,79.08,27.68,25.1,24.4
2021-08-04 08:10:00+00:00,25.46,270.0,0.0,441.9,63.99,17.07,25.7,25.2
2021-08-04 08:20:00+00:00,25.71,270.0,0.0,433.0,63.14,17.3,26.2,25.4
2021-08-04 08:30:00+00:00,26.12,270.0,0.0,422.0,62.65,17.39,26.5,25.7
2021-08-04 08:40:00+00:00,26.81,270.0,0.0,423.2,62.53,17.5,27.2,26.5
2021-08-04 08:50:00+00:00,27.13,90.0,0.0,415.6,62.03,17.74,27.5,26.8
2021-08-04 09:00:00+00:00,27.65,90.0,2.51,331.5,73.42,30.53,27.4,26.7
2021-08-04 09:10:00+00:00,27.72,90.0,0.0,407.6,62.07,18.29,28.2,27.2
2021-08-04 09:20:00+00:00,28.38,270.0,0.0,400.9,62.62,18.42,29.0,27.3
2021-08-04 09:30:00+00:00,29.21,90.0,0.0,386.9,60.97,18.88,30.0,28.5
2021-08-04 09:40:00+00:00,28.81,90.0,0.0,378.0,60.39,19.55,29.5,28.3
2021-08-04 09:50:00+00:00,28.9,90.0,0.0,361.5,61.38,19.35,29.3,28.5
2021-08-04 10:00:00+00:00,29.22,90.0,2.49,295.42,71.33,33.0,29.5,28.4
2021-08-04 10:10:00+00:00,29.64,90.0,0.55,344.0,61.36,19.56,30.1,29.2
2021-08-04 10:20:00+00:00,30.55,90.0,0.94,328.8,61.68,20.01,31.1,30.2
2021-08-04 10:30:00+00:00,30.49,90.0,1.18,334.4,61.33,20.52,30.7,30.3
2021-08-04 10:40:00+00:00,30.21,90.0,1.4,328.3,63.53,20.24,30.7,29.8
2021-08-04 10:50:00+00:00,30.41,90.0,1.08,327.6,64.7,20.34,30.7,30.2
2021-08-04 11:00:00+00:00,30.17,90.0,1.64,282.17,76.5,32.06,30.9,30.0
2021-08-04 11:10:00+00:00,30.87,90.0,1.23,323.5,64.82,20.01,31.2,30.5
2021-08-04 11:20:00+00:00,30.38,90.0,0.9,330.8,65.62,19.45,30.7,30.1
2021-08-04 11:30:00+00:00,29.76,90.0,1.37,330.7,66.6,18.85,30.4,29.2
2021-08-04 11:40:00+00:00,29.57,90.0,1.19,336.1,66.47,18.76,30.3,29.1
2021-08-04 11:50:00+00:00,30.37,90.0,1.27,322.1,65.19,19.92,30.7,30.1
2021-08-04 12:00:00+00:00,30.92,90.0,1.29,272.5,74.5,32.68,30.2,29.4
2021-08-04 12:10:00+00:00,29.78,90.0,0.85,326.4,66.33,18.92,30.1,29.5
2021-08-04 12:20:00+00:00,30.1,90.0,1.35,319.2,65.55,19.23,30.4,29.7
2021-08-04 12:30:00+00:00,30.35,90.0,1.69,300.9,64.44,20.24,30.7,30.1
2021-08-04 12:40:00+00:00,31.07,90.0,0.95,278.9,66.17,21.08,31.8,30.4
2021-08-04 12:50:00+00:00,32.02,90.0,0.87,295.7,65.04,21.3,33.0,31.5
2021-08-04 13:00:00+00:00,31.59,90.0,1.51,282.83,71.67,33.29,31.5,30.3
2021-08-04 13:10:00+00:00,30.53,90.0,1.58,299.1,65.82,19.93,30.8,30.2
2021-08-04 13:20:00+00:00,31.48,90.0,1.37,308.2,65.52,20.41,31.9,30.6
2021-08-04 13:30:00+00:00,31.1,90.0,2.5,310.3,65.83,20.39,31.6,30.8
2021-08-04 13:40:00+00:00,31.59,90.0,1.81,313.2,66.12,20.76,32.1,31.2
2021-08-04 13:50:00+00:00,31.5,90.0,2.21,317.3,65.39,20.69,31.8,31.1
2021-08-04 14:00:00+00:00,32.03,90.0,1.15,254.42,69.17,33.13,31.4,31.1
2021-08-04 14:10:00+00:00,30.8,90.0,1.76,333.3,66.52,19.64,31.2,30.3
2021-08-04 14:20:00+00:00,30.17,90.0,2.15,336.9,66.09,19.26,30.3,30.0
2021-08-04 14:30:00+00:00,30.65,90.0,2.06,333.0,65.29,19.92,31.1,30.2
2021-08-04 14:40:00+00:00,30.37,90.0,2.19,325.8,65.26,20.39,30.6,30.1
2021-08-04 14:50:00+00:00,30.41,90.0,1.55,323.1,66.14,20.19,30.7,30.3
2021-08-04 15:00:00+00:00,32.54,90.0,0.95,241.0,67.25,33.45,30.6,30.2
2021-08-04 15:10:00+00:00,30.46,90.0,1.59,325.5,66.18,19.91,30.6,30.3
2021-08-04 15:20:00+00:00,30.27,90.0,1.34,318.5,65.78,19.92,30.4,30.1
2021-08-04 15:30:00+00:00,30.39,90.0,1.17,325.8,65.9,19.81,30.6,30.2
2021-08-04 15:40:00+00:00,30.5,90.0,1.01,328.6,66.4,19.79,30.7,30.3
2021-08-04 15:50:00+00:00,30.29,90.0,1.13,330.4,66.02,19.8,30.5,30.1
2021-08-04 16:00:00+00:00,32.24,90.0,1.38,302.42,60.5,33.85,30.8,30.3
2021-08-04 16:10:00+00:00,30.33,90.0,1.26,322.0,65.87,19.95,30.5,30.2
2021-08-04 16:20:00+00:00,30.64,90.0,1.51,318.1,65.17,20.15,30.9,30.4
2021-08-04 16:30:00+00:00,30.6,90.0,1.58,325.9,65.98,20.0,30.8,30.3
2021-08-04 16:40:00+00:00,30.78,90.0,1.38,324.1,65.53,20.13,31.2,30.4
2021-08-04 16:50:00+00:00,31.04,90.0,1.13,322.8,65.93,20.27,31.4,30.7
2021-08-04 17:00:00+00:00,31.77,90.0,0.65,252.08,64.08,32.56,31.5,30.4
2021-08-04 17:10:00+00:00,30.2,90.0,1.31,337.4,66.51,19.72,30.4,30.0
2021-08-04 17:20:00+00:00,29.94,90.0,0.9,337.4,66.44,19.46,30.1,29.8
2021-08-04 17:30:00+00:00,29.81,90.0,1.13,338.5,65.32,19.58,30.1,29.5
2021-08-04 17:40:00+00:00,29.43,90.0,0.77,340.6,65.81,19.46,29.6,29.3
2021-08-04 17:50:00+00:00,28.95,90.0,0.76,341.2,66.62,19.2,29.5,28.6
2021-08-04 18:00:00+00:00,29.48,90.0,0.1,270.58,67.5,31.09,29.2,28.7
2021-08-04 18:10:00+00:00,29.07,90.0,0.52,340.2,66.54,19.16,29.4,28.6
2021-08-04 18:20:00+00:00,28.53,90.0,0.57,339.1,66.17,19.04,28.6,28.3
2021-08-04 18:30:00+00:00,28.38,90.0,0.82,340.1,66.58,18.89,28.5,28.3
2021-08-04 18:40:00+00:00,28.2,90.0,0.89,340.6,66.5,18.8,28.4,28.1
2021-08-04 18:50:00+00:00,28.05,90.0,0.99,342.1,66.47,18.67,28.2,27.8
2021-08-04 19:00:00+00:00,26.69,90.0,0.21,308.58,74.5,28.31,28.2,28.0
2021-08-04 19:10:00+00:00,27.88,90.0,0.63,347.4,66.48,18.38,28.1,27.7
2021-08-04 19:20:00+00:00,27.86,90.0,0.44,347.3,66.62,18.26,28.0,27.7
2021-08-04 19:30:00+00:00,27.55,90.0,0.06,353.9,66.45,18.12,28.0,27.3
2021-08-04 19:40:00+00:00,27.18,90.0,0.11,358.1,66.65,17.88,27.4,26.9
2021-08-04 19:50:00+00:00,26.83,90.0,0.07,366.8,66.67,17.72,27.0,26.6
2021-08-04 20:00:00+00:00,25.18,90.0,0.02,352.83,78.83,26.78,26.8,26.4
2021-08-04 20:10:00+00:00,26.4,90.0,0.06,375.7,66.65,17.29,26.7,26.1
2021-08-04 20:20:00+00:00,26.21,90.0,0.0,378.5,66.61,17.13,26.4,26.0
2021-08-04 20:30:00+00:00,26.06,90.0,0.0,380.9,66.66,17.0,26.2,25.9
2021-08-04 20:40:00+00:00,25.54,90.0,0.31,386.5,66.63,16.98,25.7,25.4
2021-08-04 20:50:00+00:00,25.29,90.0,0.2,393.3,66.67,16.86,25.5,25.1
2021-08-04 21:00:00+00:00,24.16,90.0,0.09,386.42,81.08,25.94,25.2,24.8
2021-08-04 21:10:00+00:00,24.91,90.0,0.07,397.3,66.6,16.64,25.1,24.7
2021-08-04 21:20:00+00:00,24.75,90.0,0.27,394.7,66.66,16.56,25.1,24.5
2021-08-04 21:30:00+00:00,24.68,90.0,0.17,394.1,66.58,16.5,24.9,24.5
2021-08-04 21:40:00+00:00,24.66,90.0,0.12,396.3,66.49,16.43,25.0,24.2
2021-08-04 21:50:00+00:00,24.37,90.0,0.21,399.4,66.56,16.31,24.5,24.1
2021-08-04 22:00:00+00:00,23.44,90.0,0.0,400.75,81.67,25.33,24.5,24.0
2021-08-04 22:10:00+00:00,24.16,90.0,0.19,402.6,66.64,16.14,24.3,24.0
2021-08-04 22:20:00+00:00,24.36,90.0,0.34,400.5,66.49,16.14,24.7,24.1
2021-08-04 22:30:00+00:00,24.27,90.0,0.3,396.5,66.59,16.12,24.7,24.0
2021-08-04 22:40:00+00:00,24.02,90.0,0.0,405.2,66.6,15.99,24.3,23.6
2021-08-04 22:50:00+00:00,24.0,90.0,0.35,408.2,66.64,15.93,24.3,23.5
2021-08-04 23:00:00+00:00,23.13,90.0,0.01,415.33,82.17,24.97,24.0,23.6
2021-08-04 23:10:00+00:00,23.71,90.0,0.19,414.2,66.56,15.78,24.1,23.5
2021-08-04 23:20:00+00:00,23.53,90.0,0.23,414.6,66.46,15.78,23.8,23.3
2021-08-04 23:30:00+00:00,23.5,90.0,0.27,418.5,66.49,15.71,23.8,23.3
2021-08-04 23:40:00+00:00,23.43,90.0,0.22,423.6,66.41,15.64,23.6,23.3
2021-08-04 23:50:00+00:00,23.22,90.0,0.04,425.2,66.34,15.61,23.4,23.0
2021-08-05 00:00:00+00:00,22.87,90.0,0.06,406.17,82.17,24.74,23.5,22.9
2021-08-05 00:10:00+00:00,23.07,90.0,0.1,432.44,66.5,15.41,23.3,22.7
2021-08-05 00:20:00+00:00,23.0,90.0,0.03,431.89,66.4,15.37,23.2,22.9
2021-08-05 00:30:00+00:00,22.89,90.0,0.11,431.14,66.53,15.31,23.4,22.7
2021-08-05 00:40:00+00:00,22.8,90.0,0.0,430.83,66.33,15.32,23.1,22.6
2021-08-05 00:50:00+00:00,22.83,90.0,0.0,437.0,66.51,15.26,23.1,22.5
2021-08-05 01:00:00+00:00,22.63,90.0,0.0,418.67,82.58,24.46,22.9,22.4
2021-08-05 01:20:00+00:00,22.59,90.0,0.08,445.88,66.21,15.07,22.9,22.2
2021-08-05 01:30:00+00:00,22.59,90.0,0.06,444.43,66.62,15.04,22.8,22.4
2021-08-05 01:40:00+00:00,22.54,90.0,0.11,444.0,66.26,15.08,22.8,22.1
2021-08-05 01:50:00+00:00,22.41,90.0,0.09,445.13,66.29,15.05,22.7,22.1
2021-08-05 02:00:00+00:00,22.93,,0.0,418.08,82.75,24.65,,
2021-08-05 02:10:00+00:00,22.3,90.0,0.11,447.5,66.4,14.99,22.6,22.2
2021-08-05 02:20:00+00:00,22.35,90.0,0.08,447.6,66.38,14.96,22.7,22.1
2021-08-05 02:30:00+00:00,22.16,90.0,0.02,451.1,66.34,14.91,22.5,21.9
2021-08-05 02:40:00+00:00,22.14,90.0,0.1,455.6,66.37,14.82,22.4,21.9
2021-08-05 02:50:00+00:00,22.1,90.0,0.29,449.8,66.4,14.81,22.3,21.8
2021-08-05 03:00:00+00:00,22.89,90.0,0.0,421.25,82.17,24.67,22.4,21.9
2021-08-05 03:10:00+00:00,22.04,90.0,0.39,446.3,66.57,14.82,22.3,21.8
2021-08-05 03:20:00+00:00,21.99,90.0,0.27,449.5,66.41,14.79,22.3,21.6
2021-08-05 03:30:00+00:00,21.94,90.0,0.17,460.2,66.38,14.78,22.3,21.7
2021-08-05 03:40:00+00:00,21.93,90.0,0.03,467.2,66.41,14.76,22.1,21.8
2021-08-05 03:50:00+00:00,21.95,90.0,1.01,464.1,66.25,14.73,22.4,21.7
2021-08-05 04:00:00+00:00,22.9,90.0,0.0,459.58,82.42,24.67,22.5,21.8
2021-08-05 04:10:00+00:00,21.98,90.0,0.47,438.2,66.37,14.71,22.3,21.8
2021-08-05 04:20:00+00:00,21.85,270.0,0.12,459.3,66.3,14.68,22.1,21.6
2021-08-05 04:30:00+00:00,21.93,270.0,0.87,467.9,66.18,14.66,22.2,21.7
2021-08-05 04:40:00+00:00,21.87,270.0,0.06,453.3,66.29,14.63,22.2,21.7
2021-08-05 04:50:00+00:00,21.66,270.0,0.0,482.2,66.48,14.5,21.9,21.4
2021-08-05 05:00:00+00:00,22.84,270.0,0.0,466.5,83.42,24.69,21.7,21.3
2021-08-05 05:10:00+00:00,21.36,270.0,0.09,487.9,66.33,14.37,21.6,21.1
2021-08-05 05:20:00+00:00,21.3,270.0,0.02,493.6,66.62,14.33,21.5,21.0
2021-08-05 05:30:00+00:00,21.16,270.0,0.0,499.7,66.49,14.29,21.5,20.9
2021-08-05 05:40:00+00:00,21.12,270.0,0.0,505.5,66.24,14.29,21.3,20.9
2021-08-05 05:50:00+00:00,21.11,270.0,0.0,508.9,66.47,14.22,21.3,20.8
2021-08-05 06:00:00+00:00,22.96,270.0,0.0,457.0,83.17,24.88,21.5,20.7
2021-08-05 06:10:00+00:00,21.13,270.0,0.24,484.1,66.49,14.25,21.6,20.7
2021-08-05 06:20:00+00:00,21.39,270.0,0.0,473.8,66.21,14.36,21.8,21.0
2021-08-05 06:30:00+00:00,21.36,270.0,0.01,463.8,66.32,14.4,21.5,21.2
2021-08-05 06:40:00+00:00,21.47,270.0,0.01,456.0,66.3,14.52,21.8,21.2
2021-08-05 06:50:00+00:00,21.74,270.0,0.0,444.8,66.11,14.67,21.9,21.6
2021-08-05 07:00:00+00:00,24.07,270.0,0.0,414.75,81.08,25.76,22.4,21.4
2021-08-05 07:10:00+00:00,22.04,270.0,0.12,429.2,65.17,14.96,22.4,21.7
2021-08-05 07:20:00+00:00,22.17,270.0,0.47,426.8,65.03,15.1,22.8,21.8
2021-08-05 07:30:00+00:00,23.27,270.0,0.03,416.6,65.0,15.35,24.0,23.0
2021-08-05 07:40:00+00:00,24.32,270.0,0.22,408.7,63.46,15.75,24.8,24.0
2021-08-05 07:50:00+00:00,24.14,270.0,0.61,402.6,63.04,16.12,24.7,23.3
2021-08-05 08:00:00+00:00,25.83,270.0,0.04,376.92,76.67,27.61,23.7,22.9
2021-08-05 08:10:00+00:00,23.52,270.0,0.95,397.3,62.55,16.58,23.9,23.1
2021-08-05 08:20:00+00:00,24.61,270.0,0.44,387.8,62.15,16.76,25.0,23.7
2021-08-05 08:30:00+00:00,25.05,270.0,0.57,373.3,60.92,17.04,25.8,24.6
2021-08-05 08:40:00+00:00,25.58,270.0,0.32,369.1,60.55,17.26,25.9,25.3
2021-08-05 08:50:00+00:00,25.95,270.0,0.48,365.2,61.75,17.39,26.7,25.3
2021-08-05 09:00:00+00:00,27.97,270.0,1.94,302.67,68.0,30.66,26.8,26.1
2021-08-05 09:10:00+00:00,26.88,270.0,0.16,353.9,61.51,17.79,27.2,26.3
2021-08-05 09:20:00+00:00,26.55,90.0,0.4,359.1,62.06,17.8,27.2,26.2
2021-08-05 09:30:00+00:00,28.75,270.0,0.23,343.0,62.02,18.45,30.3,26.6
2021-08-05 09:40:00+00:00,29.97,270.0,0.3,337.4,61.71,18.61,30.4,29.7
2021-08-05 09:50:00+00:00,29.52,270.0,0.21,334.3,62.27,18.62,29.8,29.3
2021-08-05 10:00:00+00:00,30.47,90.0,1.01,289.67,69.33,33.14,31.5,29.1
2021-08-05 10:10:00+00:00,31.46,90.0,0.22,328.9,63.56,19.26,32.1,31.0
2021-08-05 10:20:00+00:00,29.25,90.0,0.38,325.7,65.82,19.28,30.2,28.9
2021-08-05 10:30:00+00:00,29.58,90.0,0.37,328.3,64.59,19.7,30.6,29.2
2021-08-05 10:40:00+00:00,30.28,90.0,0.73,322.2,63.91,20.27,31.2,29.4
2021-08-05 10:50:00+00:00,29.85,90.0,1.09,306.6,65.6,20.51,30.7,29.2
2021-08-05 11:00:00+00:00,32.0,90.0,1.35,296.58,72.25,33.15,30.4,29.6
2021-08-05 11:10:00+00:00,30.26,90.0,1.41,279.3,66.38,20.84,30.5,30.0
2021-08-05 11:20:00+00:00,29.99,90.0,1.72,291.9,63.81,20.56,30.2,29.7
2021-08-05 11:30:00+00:00,30.37,90.0,2.07,292.7,65.84,20.39,30.7,30.1
2021-08-05 11:40:00+00:00,30.85,90.0,2.63,305.3,65.67,20.4,31.2,30.5
2021-08-05 11:50:00+00:00,31.35,90.0,1.64,315.6,65.38,20.34,32.0,30.9
2021-08-05 12:00:00+00:00,32.93,90.0,0.7,345.08,75.67,33.75,32.0,30.4
2021-08-05 12:10:00+00:00,30.58,90.0,2.87,304.2,66.06,20.04,31.2,30.2
2021-08-05 12:20:00+00:00,31.28,90.0,2.3,304.5,65.27,20.69,31.6,31.1
2021-08-05 12:30:00+00:00,31.53,90.0,2.3,300.3,65.23,21.32,32.1,30.9
2021-08-05 12:40:00+00:00,31.75,90.0,1.91,312.4,65.63,21.27,32.1,31.1
2021-08-05 12:50:00+00:00,32.15,90.0,2.2,318.4,65.35,21.31,32.5,31.5
2021-08-05 13:00:00+00:00,32.62,90.0,0.82,282.75,70.33,33.63,32.5,30.4
2021-08-05 13:10:00+00:00,30.47,90.0,2.38,307.6,66.51,20.4,30.9,30.0
2021-08-05 13:20:00+00:00,31.1,90.0,1.95,295.1,66.3,20.99,31.3,30.9
2021-08-05 13:30:00+00:00,31.31,90.0,1.59,318.1,65.79,20.65,31.6,31.1
2021-08-05 13:40:00+00:00,31.65,90.0,1.94,324.2,65.74,20.62,31.9,31.4
2021-08-05 13:50:00+00:00,31.33,90.0,1.54,323.1,66.33,20.32,32.0,30.7
2021-08-05 14:00:00+00:00,33.04,90.0,1.13,262.83,70.75,33.67,31.1,30.6
2021-08-05 14:10:00+00:00,31.16,90.0,1.58,312.1,66.32,20.34,31.8,30.5
2021-08-05 14:20:00+00:00,32.01,90.0,1.68,316.0,64.09,21.11,32.4,31.5
2021-08-05 14:30:00+00:00,31.47,90.0,1.74,303.7,65.76,21.03,31.8,31.1
2021-08-05 14:40:00+00:00,32.14,90.0,1.21,320.4,65.71,21.01,32.9,31.6
2021-08-05 14:50:00+00:00,33.15,90.0,1.07,317.3,66.12,21.49,33.5,32.8
2021-08-05 15:00:00+00:00,33.48,90.0,0.88,256.17,70.5,34.37,33.7,32.8
2021-08-05 15:10:00+00:00,32.47,90.0,1.71,326.5,66.03,21.02,32.9,32.0
2021-08-05 15:20:00+00:00,31.94,90.0,1.4,326.2,66.29,20.81,32.5,31.5
2021-08-05 15:30:00+00:00,31.81,90.0,2.24,328.2,65.25,21.03,32.3,31.3
2021-08-05 15:40:00+00:00,31.88,90.0,2.23,322.1,65.77,21.07,32.2,31.5
2021-08-05 15:50:00+00:00,31.61,90.0,1.79,316.2,66.21,21.02,32.0,31.4
2021-08-05 16:00:00+00:00,33.05,90.0,0.12,231.5,64.5,34.08,32.1,31.3
2021-08-05 16:10:00+00:00,31.3,90.0,1.84,308.5,65.79,21.46,31.4,31.1
2021-08-05 16:20:00+00:00,31.62,90.0,1.29,310.5,65.96,21.57,32.0,31.3
